GSTIN of Jobworker,PARTY NAME ,State,Our Main Challan No.,Our Main Challan Date,Description of Goods Sent,UOM, Quantity Sent , Taxable Value , Tax Rate , Total ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Reducer 280mmx320mmx170mm Lg SIL,EA, 4.00 ," 36,000.00 "," 6,480.00 "," 42,480.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Hose Pipe Thunder 2"" ID Plain -  SS 304",MTRS, 60.00 ," 25,680.00 "," 4,622.40 "," 30,302.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Hose Pipe Thunder 2 1/2""BSP  S04 WB PVC",MTRS, 135.00 ," 91,800.00 "," 16,524.00 "," 1,08,324.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 175ID 180L 3mm thk silicon,EA, 4.00 ," 13,600.00 "," 2,448.00 "," 16,048.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 225ID 150L 3mm thk silicon,EA, 3.00 ," 10,500.00 "," 1,890.00 "," 12,390.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 225 ID 175L 3mm Thk SIW,EA, 1.00 ," 3,500.00 ", 630.00 ," 4,130.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 225 ID 180L 3mm Thk SIW,EA, 4.00 ," 14,000.00 "," 2,520.00 "," 16,520.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 225ID 250L 3mm thk silicon,EA, 2.00 ," 15,400.00 "," 2,772.00 "," 18,172.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bellow Round 350 ID 300L 3mm Thk SIW,EA, 3.00 ," 17,700.00 "," 3,186.00 "," 20,886.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Poly Tube Blue PUN-8X2.5-BL P-159666 F,MTRS, 250.00 ," 12,500.00 "," 2,250.00 "," 14,750.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Hose Clip 2"" - SS 304",EA, 15.00 , 375.00 , 67.50 , 443.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Filter/Regulator/Lubri FRC-1/2D-MIDI FE,EA, 1.00 ," 5,799.00 "," 1,043.82 "," 6,843.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Bolt Hexagonal Head M10 50mm SS 304,EA, 24.00 , 384.00 , 69.12 , 453.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Nut Hexagonal Head M10 - SS 304,EA, 24.00 , 240.00 , 43.20 , 283.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Washer Plain M 10 - SS 304,EA, 24.00 , 96.00 , 17.28 , 113.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"TRICLOVER CONNECTOR DN25 X 3/4"" BSP 316L",EA, 10.00 ," 6,970.00 "," 1,254.60 "," 8,225.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Hose Clip  2 1/2"" - SS 304",EA, 15.00 , 525.00 , 94.50 , 620.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,pneumetic pannel,EA, 2.00 ," 1,75,090.00 "," 31,516.20 "," 2,06,606.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,PTS - TRAY bin Distance Piece,EA, 1.00 ," 2,150.00 ", 387.00 ," 2,537.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,PTS - Flat TRAY bin Distance piece,EA, 1.00 ," 1,980.00 ", 356.40 ," 2,336.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,PTS - Micronizer hopper distance piece,EA, 1.00 ," 1,865.00 ", 335.70 ," 2,201.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,PTS To Blender distance piece,EA, 1.00 ," 1,675.00 ", 301.50 ," 1,977.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,PTS To Ducting distance piece,EA, 1.00 ," 2,250.00 ", 405.00 ," 2,655.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,Y type Diverter support - SS,EA, 8.00 ," 11,600.00 "," 2,088.00 "," 13,688.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Reducer 3"" X 2"" Tc end",EA, 6.00 ," 3,600.00 ", 648.00 ," 4,248.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"2.5"" PTS sucssion nozel with flange",EA, 3.00 ," 3,795.00 ", 683.10 ," 4,478.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Serrated Nozzle 2"" Triclover End S6L",EA, 10.00 ," 3,190.00 ", 574.20 ," 3,764.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Serrated Nozzle 2 1/2"" Triclover End S6L",EA, 10.00 ," 3,650.00 ", 657.00 ," 4,307.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Clamp 13MHM 2"" OD 3A S04",EA, 10.00 ," 2,090.00 ", 376.20 ," 2,466.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Clamp 13MHM 2 1/2"" OD 3A S04",EA, 14.00 ," 3,318.00 ", 597.24 ," 3,915.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Ferrule 2"" OD 3A S6L",EA, 10.00 ," 1,260.00 ", 226.80 ," 1,487.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Ferrule 2 1/2"" OD 3A S6L",EA, 14.00 ," 2,730.00 ", 491.40 ," 3,221.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Silicone Gasket 2"" OD 3A",EA, 10.00 , 190.00 , 34.20 , 224.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Triclover Silicone Gasket 2 1/2"" OD 3A",EA, 14.00 , 280.00 , 50.40 , 330.00 ,,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,451,27.07.2023,"Anl. O/P Mod., 1762-OF4,AB",EA, 1.00 ," 43,000.00 "," 7,740.00 "," 50,740.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,454,27.07.2023,"Valve Flush BottomTCFL 1 1/2""PNS6L",EA, 2.00 ," 45,000.00 "," 8,100.00 "," 53,100.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,454,27.07.2023,"Valve BallTC 1 1/2""WHS16",EA, 1.00 ," 2,350.00 ", 423.00 ," 2,773.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,454,27.07.2023,Valve Ball ACT TC End065NB S16+S16 PT MP,EA, 4.00 ," 55,732.00 "," 10,032.00 "," 65,764.00 ",,
23AACCF4380P1ZD,Fidelity Agro Pvt Ltd.,Madhya Pradesh,454,27.07.2023,Actuator Double Acting ECF-50 ROTEX,EA, 2.00 ," 8,590.00 "," 1,546.00 "," 10,136.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,459,29.07.2023,FLEXIBLE GLOVE BAG WITH SS SCAFFOLDING & SLURRY SAMPLING ARRANGMENT,EA, 1.00 ," 4,00,000.00 "," 72,000.00 "," 4,72,000.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,459,29.07.2023,SS 316 L ANFD DISCHARGE & MILING ISOLATOR,EA, 1.00 ," 35,00,000.00 "," 6,30,000.00 "," 41,30,000.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,459,29.07.2023,SS 316 L RIGID WALL PACK OFF ISOLATOR BUILT WITH PLC BASED HMI CONTROLS FLP CONSTUCTION,EA, 1.00 ," 35,00,000.00 "," 6,30,000.00 "," 41,30,000.00 ",,
37AADCS2221D1ZV,SMS Pharmaceuticals Limited (Unit-VII),ANDRA PRADESH,463,31.07.2023,"Triclover Blind 6"" OD 3A S6L",EA, 1.00 ," 2,710.00 ", 488.00 ," 3,198.00 ",,
27AFJCC9903R1ZG,SHREE GANESH ENGINEERING,MAHARSTRA,467,31.07.2023,M.S. STAND  FOR -(B-Multi Mill-PRD-3HP50D-SCF-HOPR S6L),EA, 1.00 ," 11,500.00 "," 2,070.00 "," 13,570.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,469,01.08.2023,MS CRCA POWDER COATED MAIN POWER PANEL 400 AMP X 4 POLE,EA, 1.00 ," 37,500.00 "," 6,750.00 "," 44,250.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,469,01.08.2023,MS CRCA POWDER COATED MAIN POWER PANEL 400 AMP X 4 POLE,EA, 1.00 ," 45,000.00 "," 8,100.00 "," 53,100.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,469,01.08.2023,MS CRCA POWDER COATED POWER PANNEL 160 AMP X 4 POLE,EA, 5.00 ," 3,12,500.00 "," 56,250.00 "," 3,68,750.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,469,01.08.2023,S LT COPPER EARTHING ROD 50 MM X 3 MTRS WITH 4 X 25 KGS BAGS,EA, 2.00 ," 35,000.00 "," 6,300.00 "," 41,300.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,469,01.08.2023,S LT  G I EARTHING  ROD 50 MM X  3 MTRS WITH 8 X 25 KGS BAGS,EA, 4.00 ," 30,000.00 "," 5,400.00 "," 35,400.00 ",,
27AAICB7161N1Z6,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,470,01.08.2023,INFLATABLE SEAL Ø402.6 X Ø350 X 16.9H SI,EA, 1.00 ," 6,000.00 "," 1,080.00 "," 7,080.00 ",,
27AAICB7161N1Z6,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,470,01.08.2023,Flow control Valve OW GR-3/4 Part 2103 F,EA, 1.00 ," 9,383.00 "," 1,689.00 "," 11,072.00 ",,
36AAACD7999Q1ZL,Dr Reddy's Laboratories Ltd.(CPS UNIT 2),Andra Pradesh ,471,01.08.2023,MICRONIZER SS 316,EA, 1.00 ," 12,01,000.00 ", -   ," 12,01,000.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Security Filter (HEPA-10) 0.3µ DEC,EA, 1.00 ," 5,086.00 ", 915.00 ," 6,001.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Filter Casing Cover Gasket 268mm Dia PTF,EA, 1.00 ," 1,144.00 ", 206.00 ," 1,350.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Filter Flange Gasket 185mm Dia PTFE,EA, 2.00 , 800.00 , 144.00 , 944.00 ,,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Filter Casing Cover 288 mm dia MS SF,EA, 1.00 ," 2,500.00 ", 450.00 ," 2,950.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Filter Casing HT384 DN50 MS Security Fil,EA, 1.00 ," 9,000.00 "," 1,620.00 "," 10,620.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,STAND FOR FILTER CASING XXX MS,EA, 1.00 ," 1,500.00 ", 270.00 ," 1,770.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,PAD SILICON 100 X 100 X 5 MM WHITE,EA, 1.00 ," 1,000.00 ", 180.00 ," 1,180.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Elbow Plug Connector Ø6 mm SMC,EA, 2.00 ," 1,800.00 ", 324.00 ," 2,124.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Oil Multi Lube 100 7502096000 GD,EA, 1.00 ," 7,600.00 "," 1,368.00 "," 8,968.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,473,01.08.2023,Filter ZVF-50 Part No 7313246000 GAR DEN,EA, 1.00 ," 6,998.00 "," 1,260.00 "," 8,258.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,474,02.08.2023,LOCKER,EA, 2.00 ," 17,000.00 "," 3,060.00 "," 20,060.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,474,02.08.2023,M.S.ANGLE,EA, 2.00 ," 1,100.00 ", 198.00 ," 1,298.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,474,02.08.2023,CABLE 185 X 3.5 CORE,EA, 80.00 ," 34,000.00 "," 6,120.00 "," 40,120.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,474,02.08.2023,CABLE 240 X 3.5 CORE,EA, 13.00 ," 7,150.00 "," 1,287.00 "," 8,437.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,474,02.08.2023,CABLE 16 X 4 CORE,EA, 50.00 ," 17,750.00 "," 3,195.00 "," 20,945.00 ",,
19AABCD7720L1ZF,FRESENIUS KABI ONCOLOGY LTD,WEST BANGAL,479,02.08.2023,PVC Socket of Double heap Filter,EA, 4.00 , 200.00 , 36.00 , 236.00 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,480,02.08.2023,Cable Armourd 16 mmsq 4 Core,MTS, 100.00 ," 41,500.00 "," 7,470.00 "," 48,970.00 ",,
24AAAAK8694F2ZF,KAIRA DISTRICT CO OPERATIVE MILK,GUJARAT,482,03.08.2023,"Load Cell  
LDCSH110KGXXXXXXST ",EA, 2.00 ,,,,,
09AABCK3407F1ZU,KANCHAN METALS PVT LTD,UTTAR PRADESH,486,03.08.2023,CHAIN-VEY,EA, 1.00 ," 20,00,000.00 "," 3,60,000.00 "," 23,60,000.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,MADhya Pradesh,496,04.08.2023,"Triclover Ferrule 2 1/2"" OD 3A S6L",EA, 14.00 ," 2,730.00 ", 491.00 ," 3,221.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,MADhya Pradesh,496,04.08.2023,"S.S.REDUCER 2""X3""",EA, 12.00 ," 7,200.00 "," 1,296.00 "," 8,496.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,MADhya Pradesh,496,04.08.2023,OPRATING PANNEL WITH STAND,EA, 1.00 ," 1,50,000.00 "," 27,000.00 "," 1,77,000.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Security Filter (HEPA-10) 0.3µ DEC,EA, 1.00 ," 5,086.00 ", 915.00 ," 6,001.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Filter Casing Cover Gasket 268mm Dia PTF,EA, 1.00 ," 1,144.00 ", 206.00 ," 1,350.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Filter Flange Gasket 185mm Dia PTFE,EA, 2.00 , 800.00 , 144.00 , 944.00 ,,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Filter Casing Cover 288 mm dia MS SF,EA, 1.00 ," 2,500.00 ", 450.00 ," 2,950.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Filter Casing HT384 DN50 MS Security Fil,EA, 1.00 ," 9,000.00 "," 1,620.00 "," 10,620.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,STAND FOR FILTER CASING XXX MS,EA, 1.00 ," 1,500.00 ", 270.00 ," 1,770.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,PAD SILICON 100 X 100 X 5 MM WHITE,EA, 1.00 ," 1,000.00 ", 180.00 ," 1,180.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Elbow Plug Connector Ø6 mm SMC,EA, 2.00 ," 1,800.00 ", 324.00 ," 2,124.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Oil Multi Lube 100 7502096000 GD,EA, 1.00 ," 7,600.00 "," 1,368.00 "," 8,968.00 ",,
24AAACN5836E2ZO,NEOGEN CHEMICALS LIMITED,GUJARAT,497,05.08.2023,Filter ZVF-50 Part No 7313246000 GAR DEN,EA, 1.00 ," 6,998.00 "," 1,260.00 "," 8,258.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,499,05.08.2023,Filter 1M 255OD e-PTFE PTS200 000043,EA, 1.00 ," 2,427.00 ", -   ," 2,427.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,499,05.08.2023,Gasket Circular 260OD 200ID 3Th Tran Si,EA, 4.00 ," 2,240.00 ", -   ," 2,240.00 ",,
27AABCS4225M2Z6,"SERUM INSTITUTE OF INDIA PVT.LTD. 
(SEZ Unit No. PBP-1)",MAHARASHTRA,499,05.08.2023,Gasket Circular 360OD 300ID 2Thk PTFE S,EA, 4.00 ," 4,948.00 ", -   ," 4,948.00 ",,
29AAFCI6926H1Z8,ITC INDIVISION LTD.,KARANATAKA ,501,05.08.2023,V TOP FILE,, 1.00 ,,, -   ,,
27AAACG1539P1ZB,GALAXY SURFACTANTS LIMITED,MAHARASTRA,504,07.08.2023,P METHOXY GNNAMIC ACID,EA, 23.00 ," 51,817.85 "," 9,327.21 "," 61,145.00 ",,
27AAACG1539P1ZB,GALAXY SURFACTANTS LIMITED,MAHARASTRA,504,07.08.2023,SODIUM META BI SULFITE,EA, 25.00 ," 1,689.25 ", 304.07 ," 1,993.00 ",,
27AACCO7798Q1ZA,Olon API India Pvt Ltd,MAHARASHTRA,505,07.08.2023,S.S.316 L DISPENSING & SAMPLING ISOLATOR,EA, 1.00 ," 33,00,000.00 "," 5,94,000.00 "," 38,94,000.00 ",,
27AASFK8472C1ZW,K.K. STEELS,MAHARASHTRA,523,11.08.2023,S S ROD (722240) FILLER WIRE 2MM HAST ALLOY c 276,Kgs, 5.00 ," 32,500.00 "," 5,850.00 "," 38,350.00 ",,
37AAACB9723G1ZO,BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED-L,ANDHRA PRADESH,524,11.08.2023,PTS PANEL,EA, 2.00 ," 49,000.00 ", -   ," 49,000.00 ",,
37AACCD9205D4ZU,DECCAN FINE CHEMICALS(INDIA) PVT LTD(SEZ-UNIT),ANDHRA PRADESH,530,12.08.2023,DCS BODY ASSEMBLY,EA, 1.00 ," 22,500.00 ", -   ," 22,500.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM  PPRC BLUE PIPE PN 16,EA, 180.00 ," 90,178.20 "," 16,232.08 "," 1,06,410.28 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM  PPRC BLUE COUPLER PN 25,EA, 30.00 ," 2,490.00 ", 448.20 ," 2,938.20 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM  PPRC BLUE ELBOW PN 25,EA, 30.00 ," 4,170.00 ", 750.60 ," 4,920.60 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM  PPRC BLUE TEE PN 25,EA, 10.00 ," 1,913.70 ", 344.47 ," 2,258.17 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM X 20 MM PPRC GREEN REDUCING TEE,EA, 15.00 ," 3,590.85 ", 646.35 ," 4,237.20 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,20 MM  PPRC GREEN PIPE PN 16,EA, 20.00 ," 1,787.60 ", 321.77 ," 2,109.37 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,"20MM X1/2""PPRC BLUE M.T.S.",EA, 15.00 ," 2,176.20 ", 391.72 ," 2,567.92 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,"32 MM X 1""PPRC BLUE M.T.A.",EA, 5.00 ," 3,009.25 ", 541.67 ," 3,551.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,"32 MM X 1/2"" PPRC BLUE REDUCER",EA, 5.00 , 135.20 , 24.34 , 159.00 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,32 MM PPRC BLUE PIPE PN 16,EA, 4.00 , 852.68 , 153.48 ," 1,006.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,20 MM PPRC BLUE ELBOW,EA, 20.00 , 396.60 , 71.39 , 468.00 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,20 MM PPRC BLUE EQUAL TEE,EA, 15.00 , 360.00 , 64.80 , 425.00 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,534,14.08.2023,50 MM X 20 MM PPRC BLUE REDUCER,EA, 5.00 , 333.80 , 60.08 , 394.00 ,,
24AALCA2848Q1Z4,AETHER INDUSTRIES LIMITED,GUJARAT,535,14.08.2023,O-Ring X430ID 5 mm DiaNBR_FDA70 ±5 Sh A,EA, 2.00 ," 1,461.42 ", 263.06 ," 1,724.48 ",,
24AALCA2848Q1Z4,AETHER INDUSTRIES LIMITED,GUJARAT,535,14.08.2023,Glove 230DX800L Ambid EPDM FDA PT:054811,EA, 1.00 ," 18,252.00 "," 3,285.36 "," 21,537.36 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,547,16.08.2023,"Triclover Ferrule 2 1/2"" OD 3A S6L",EA, 14.00 ," 2,730.00 ", 491.40 ," 3,221.40 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,547,16.08.2023,"S.S.REDUCER 2""X3""",EA, 12.00 ," 7,200.00 "," 1,296.00 "," 8,496.00 ",,
23AAACI1220M1Z1 ,IPCA Laboratories Ltd,Madhya Pradesh,547,16.08.2023,"Weighing Scl, indicator with standPLT,0150,F1,IND331,METO ",EA, 1.00 ," 1,68,509.00 "," 30,331.62 "," 1,98,840.62 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,548,17.08.2023,"1/2"" BRASS BODY VALVE",EA, 15.00 ," 3,900.00 ", 702.00 ," 4,602.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,548,17.08.2023,"TEFLONE TAPE 1/2""",EA, 10.00 , 200.00 , 36.00 , 236.00 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,548,17.08.2023,"1.5"" BASE U CLAMP",EA, 30.00 , 900.00 , 162.00 ," 1,062.00 ",,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,548,17.08.2023,"1/2"" BASE U CLAMP",EA, 20.00 , 440.00 , 79.20 , 519.20 ,,
24AAICB7161N1ZC,DECBECTOCHEM ENGINEERING PVT LTD,GUJARAT,548,17.08.2023,"1.5"" KHILLA",EA, 1.00 , 240.00 , 43.20 , 283.20 ,,
24AAJPY5626K2Z4,MILKY MIST DAIRY FOOD PRIVATE LIMITED (SF NO.43/1-4),TAMILNADU,571,23.08.2023,DUMPING SYSTEM HOPPER,EA, 1.00 ," 41,500.00 "," 7,470.00 "," 48,970.00 ",,
24AAACL3371J1ZM,IDEX INDIA PVT  LTD,,578,24.08.2023,FITZPARTRICK MODEL CCS320DEMO UNIT-ROLL COMPACTOR SR NO:CCS320_0107 R,EA, 1.00 ," 1,90,00,000.00 "," 34,20,000.00 "," 2,24,20,000.00 ",,
,,,,,"OPER INTERFACE 6.4"" PV+6 700 COVER FRONT CCS320 ",,,,,,,
,,,,,17920003_RASP SCREEN BAR ROTOR/ infeed hopper- with 4 nos.,,,,,,,
 24AAACI5120L1ZU,INTAS PHARMACEUTICALS LTD,GUJARAT,583,24.08.2023,"CUTTING WHEEL 4""",EA, 100.00 ," 1,500.00 ", 270.00 ," 1,770.00 ",,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Gas spring Cylinder for Main chamber 750NX760mm,EA, 2.00 ," 32,800.00 "," 5,904.00 "," 38,704.00 ",,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Cable Tie Tension Tool TG-02 Novoflex,EA, 1.00 ," 2,100.00 ", 378.00 ," 2,478.00 ",,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,Packing Box for Tool Kit Plastic,EA, 1.00 ," 6,533.00 "," 1,175.94 "," 7,708.94 ",,
29AAACB7461R1ZZ,BIOCON LIMITED DTA (R&D),Bengaluru,584,24.08.2023,B-DEC CABLE TIE (100 PCS),EA, 1.00 , 27.00 , 4.86 , 31.86 ,,
